Title,Artist,Song ID,Streams,Chart Date
Lghrib,L7or,4eJE5ZNP3lYj4ZLv7oRblQ,16052,2020-01-03
Groupies,ElGrandeToto,02i751eiU2c0lKnvBTWuD8,15871,2020-01-03
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,15646,2020-01-03
The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,15322,2020-01-03
Choix de vie (feat. Nassi),Anas,20SY4SHwiKL7j4lZTKkQyU,15169,2020-01-03
Khalouha Tahdar,Douzi,0FOXfIud0Tngb9FKcY3GmC,15096,2020-01-03
Koun Wajed,Shayfeen,3NbqXZcEujRXbXK4fqEeMK,14830,2020-01-03
Godzilla,Moro,2O866dotlltmzcngBvEa31,14751,2020-01-03
Memories,Maroon 5,2b8fOow8UzyDFAE27YhOZM,14686,2020-01-03
Don't Start Now,Dua Lipa,6WrI0LAC5M1Rw2MnX2ZvEg,14260,2020-01-03
Waya Lghram,Mehdi Mozayine,3JS2xB6j5bvtlTQ4XT8wP9,14216,2020-01-03
كوتوكوتو,Cheb,7o9FUaPEWBuC2MlDJ6d4aQ,13968,2020-01-03
Daba Tzian,Saad Lamjarred,2JixJsGhTrxfI43ovxYNpE,13628,2020-01-03
Lalla,Muslim,7zOn1uZjJ7Rrz3A0w8i6YX,13455,2020-01-03
Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,13420,2020-01-03
My Oh My (feat. DaBaby),Camila Cabello,3yOlyBJuViE2YSGn3nVE1K,13198,2020-01-03
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,7h0d2h0fUmzbs7zeFigJPn,13143,2020-01-03
Ne reviens pas,"Gradur, Heuss L'enfoiré",4TnFANpjVwVKWzkxNzIyFH,12783,2020-01-03
Albak Yemchi Lhalo,Hatim Ammor,20GGj4yDFkeinW0YolAdmy,12763,2020-01-03
bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,12711,2020-01-03
Moulaga,"Heuss L'enfoiré, Jul",5BfCoUcWNXcpyJfjXRIeyC,11888,2020-01-03
Maghrebins,"Mister You, Balti",4U5h7GaXXXNOLpuo5vr3dU,11691,2020-01-03
Señorita,"Shawn Mendes, Camila Cabello",6v3KW9xbzN5yKLt9YKDYA2,11626,2020-01-03
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",6cy3ki60hLwimwIje7tALf,11295,2020-01-03
Bla Onwane,Hatim Ammor,5SIHP5mVP4znTOBAQn8CIB,11197,2020-01-03
Favor,Zouhair Bahaoui,2dU2D16RX11z3PdnJfXvIi,11170,2020-01-03
Amoureux tombé,"Lbenj, Mounim Slimani, DJ Med",3LM6LWSAHNfcYrOdoUdNlg,10971,2020-01-03
7elmetAdo3,ElGrandeToto,2KV1CtodwxT7h8K98dXNnk,10874,2020-01-03
Zemër,"Soolking, Dhurata Dora",68av1mZz0VsIYXJWATZWUW,10698,2020-01-03
Aristocrate,Heuss L'enfoiré,7gNlaZaMIjRUfnAYd9Dvmt,10503,2020-01-03
No Idea,Don Toliver,3VyjsVV24RmBIbWJAeUJNu,10498,2020-01-03
BOP,DaBaby,6Ozh9Ok6h4Oi1wUSLtBseN,10419,2020-01-03
Lose You To Love Me,Selena Gomez,1HfMVBKM75vxSfsQ5VefZ5,10405,2020-01-03
Au DD,PNL,5lCxlSBFyP5g4EhVypAoOu,10379,2020-01-03
Ensay,"Saad Lamjarred, Mohamed Ramadan",6azjD02gDO2ZarIZMs3eRk,10332,2020-01-03
Loukan Ja Galbak,Douzi,0knYzfOHBTORfdmF5SjMGZ,10205,2020-01-03
Halala,Maestro,02KelNc6okzvPvZkIVw6e5,10182,2020-01-03
Bébé allô,Soolking,5jkT15oLKovAivf5abLr4q,10095,2020-01-03
7ARRAGA,"Lartiste, 7ari",1KCBKqqyBIEa2btXmfuPyk,9996,2020-01-03
Caballero,Muslim,6Ot7Xac6tL8ZrzqB7YmpzG,9992,2020-01-03
"Babor (with Shayfeen, Hornet La Frappe)",Naar,7lQ4zoePWgQYIQ0PFeav8E,9975,2020-01-03
Ayy Macarena,Tyga,6LcauUZjF1eXQrgqMUecHX,9967,2020-01-03
Ykhalik Lili,Saad Lamjarred,5kXsXhXlm01XGdHgSkSo8y,9951,2020-01-03
Liberté,"Soolking, Ouled El Bahdja",2wpZaWXBctfgqGzGWiLD1b,9874,2020-01-03
Lalala,"Y2K, bbno$",51Fjme0JiitpyXKuyQiCDo,9864,2020-01-03
Heartless,The Weeknd,57vxBYXtHMk6H1aD29V7PU,9757,2020-01-03
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,9507,2020-01-03
Zmagri (feat. Mister You),7liwa,7qo7FsdN1VsOmTtz9hEfP7,9474,2020-01-03
Bidaoui,ElGrandeToto,20xxauHsSIf5CkDxcNW2DG,9433,2020-01-03
Labass,"Mons, Flenn",06oGU00jMBw7CUMJP13qaD,9200,2020-01-03
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,9195,2020-01-03
Ya la Laa,DYSTINCT,0pqGNW2u6uepefUa0L3KbA,9138,2020-01-03
God Bless (feat. Damso),Hamza,2oT2g4vkjRaFOcUtdOf9eg,9134,2020-01-03
Bye,Mons,4CNn9te0jYrLmm3rW4YQws,8719,2020-01-03
Karma,Madd,3pkwwEMeus1d9l6b6GDnnI,8496,2020-01-03
Trampoline (with ZAYN),SHAED,1iQDltZqI7BXnHrFy4Qo1k,8421,2020-01-03
7 rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,8408,2020-01-03
La Jiti,"Lbenj, Hazim Jam",7o0mFEX37KxPnfLof7NEWi,8268,2020-01-03
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",2YpeDb67231RjR0MgVLzsG,8141,2020-01-03
Ride It,Regard,2tnVG71enUj33Ic2nFN6kZ,8140,2020-01-03
hot girl bummer,blackbear,7aiClxsDWFRQ0Kzk5KI5ku,8049,2020-01-03
Ransom,Lil Tecca,1lOe9qE0vR9zwWQAOk6CoO,7918,2020-01-03
Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,7874,2020-01-03
Ti amo,"Mister You, Hamouda",00xoWQd2gzMQrUYohWV1lW,7863,2020-01-03
3adyani Bel Gros - Remix Master T,Cheb Bello,1Z3UznHCGkclMLMOBRxeHN,7699,2020-01-03
Fidèle,Maestro,0vEXPqhROQURy2x7FuLEcK,7521,2020-01-03
